model,task,pair,correct_to_incorrect,incorrect_to_correct,no_change,baseline_accuracy,comparison_accuracy,count
gpt-4-turbo,math-geometry,zero-shot-null-shot,49,30,400,46.764091858037574,42.79749478079332,479
gpt-4-turbo,math-geometry,zero-shot-cot-null-shot-cot,37,37,405,44.46764091858037,44.46764091858037,479
gpt-4-turbo,math-count-prob,zero-shot-null-shot,51,54,369,51.89873417721519,52.53164556962025,474
gpt-4-turbo,math-count-prob,zero-shot-cot-null-shot-cot,55,54,365,52.320675105485236,52.109704641350206,474
gpt-4-turbo,math-pre-calc,zero-shot-null-shot,60,39,447,33.33333333333333,29.48717948717949,546
gpt-4-turbo,math-pre-calc,zero-shot-cot-null-shot-cot,36,35,475,29.48717948717949,29.304029304029307,546
gpt-3.5-turbo,math-number,zero-shot-null-shot,39,102,399,23.88888888888889,35.55555555555556,540
gpt-3.5-turbo,math-number,zero-shot-cot-null-shot-cot,70,80,390,35.92592592592593,37.77777777777778,540
gpt-3.5-turbo,math-algebra,zero-shot-null-shot,81,277,829,38.921651221566975,55.43386689132266,1187
gpt-3.5-turbo,math-algebra,zero-shot-cot-null-shot-cot,119,116,952,57.7927548441449,57.54001684919966,1187
gpt-3.5-turbo,anli,zero-shot-null-shot,81,60,1059,48.41666666666667,46.666666666666664,1200
gpt-3.5-turbo,anli,zero-shot-cot-null-shot-cot,340,102,758,42.25,22.416666666666664,1200
gpt-3.5-turbo,triviaqa,zero-shot-null-shot,11,21,968,81.0,82.0,1000
gpt-3.5-turbo,triviaqa,zero-shot-cot-null-shot-cot,30,36,934,80.30000000000001,80.9,1000
gpt-3.5-turbo,halueval-summarization,zero-shot-null-shot,916,841,8243,35.35,34.599999999999994,10000
gpt-3.5-turbo,race-m,zero-shot-null-shot,48,26,1362,85.37604456824512,83.84401114206128,1436
gpt-3.5-turbo,race-m,zero-shot-cot-null-shot-cot,121,81,1234,83.35654596100278,80.57103064066852,1436
gpt-3.5-turbo,strategyqa,zero-shot-null-shot,112,158,2020,64.0174672489083,66.02620087336246,2290
gpt-3.5-turbo,strategyqa,zero-shot-cot-null-shot-cot,529,329,1432,66.11353711790393,57.37991266375546,2290
gpt-3.5-turbo,winogrande,zero-shot-null-shot,166,152,949,59.98421468034728,58.879242304656664,1267
gpt-3.5-turbo,winogrande,zero-shot-cot-null-shot-cot,325,254,688,51.14443567482242,45.54064719810576,1267
gpt-3.5-turbo,math-pre-algebra,zero-shot-null-shot,60,167,644,42.13547646383467,54.42020665901263,871
gpt-3.5-turbo,math-pre-algebra,zero-shot-cot-null-shot-cot,80,72,719,59.47187141216992,58.553386911595865,871
gpt-3.5-turbo,math-int-algebra,zero-shot-null-shot,61,88,754,18.05094130675526,21.040974529346624,903
gpt-3.5-turbo,math-int-algebra,zero-shot-cot-null-shot-cot,69,69,765,19.712070874861574,19.712070874861574,903
gpt-3.5-turbo,gsm8k,zero-shot-null-shot,134,244,941,54.890068233510235,63.229719484457924,1319
gpt-3.5-turbo,gsm8k,zero-shot-cot-null-shot-cot,123,88,1108,66.41394996209249,63.76042456406369,1319
gpt-3.5-turbo,aqua,zero-shot-null-shot,22,59,173,42.91338582677165,57.48031496062992,254
gpt-3.5-turbo,aqua,zero-shot-cot-null-shot-cot,36,31,187,57.48031496062992,55.51181102362205,254
gpt-3.5-turbo,halueval-qa,zero-shot-null-shot,373,736,8891,38.519999999999996,42.15,10000
gpt-3.5-turbo,race-h,zero-shot-null-shot,118,84,3296,81.73241852487135,80.76043453401944,3498
gpt-3.5-turbo,race-h,zero-shot-cot-null-shot-cot,272,276,2950,77.67295597484278,77.78730703259005,3498
gpt-3.5-turbo,halueval-general,zero-shot-null-shot,57,67,4383,79.96449966718437,80.18637674728201,4507
gpt-3.5-turbo,halueval-dialogue,zero-shot-null-shot,536,826,8638,59.99,62.89,10000
gpt-3.5-turbo,math-geometry,zero-shot-null-shot,39,63,377,24.21711899791232,29.227557411273487,479
gpt-3.5-turbo,math-geometry,zero-shot-cot-null-shot-cot,37,52,390,28.81002087682672,31.941544885177453,479
gpt-3.5-turbo,math-count-prob,zero-shot-null-shot,37,65,372,25.738396624472575,31.645569620253166,474
gpt-3.5-turbo,math-count-prob,zero-shot-cot-null-shot-cot,42,52,380,33.12236286919831,35.232067510548525,474
gpt-3.5-turbo,math-pre-calc,zero-shot-null-shot,45,47,454,21.794871794871796,22.16117216117216,546
gpt-3.5-turbo,math-pre-calc,zero-shot-cot-null-shot-cot,48,40,458,23.992673992673993,22.52747252747253,546
claude-3-sonnet,math-number,zero-shot-null-shot,64,48,428,39.07407407407407,36.11111111111111,540
claude-3-sonnet,math-number,zero-shot-cot-null-shot-cot,163,26,351,39.44444444444444,14.074074074074074,540
claude-3-sonnet,math-algebra,zero-shot-null-shot,86,96,1005,52.82224094355518,53.664700926705976,1187
claude-3-sonnet,math-algebra,zero-shot-cot-null-shot-cot,562,33,592,54.67565290648694,10.109519797809604,1187
claude-3-sonnet,anli,zero-shot-null-shot,273,145,782,53.333333333333336,42.66666666666667,1200
claude-3-sonnet,anli,zero-shot-cot-null-shot-cot,173,254,773,40.75,47.5,1200
claude-3-sonnet,triviaqa,zero-shot-null-shot,479,11,510,78.7,31.900000000000002,1000
claude-3-sonnet,triviaqa,zero-shot-cot-null-shot-cot,373,19,608,75.4,40.0,1000
claude-3-sonnet,halueval-summarization,zero-shot-null-shot,1242,1423,7335,53.83,55.65,10000
claude-3-sonnet,race-m,zero-shot-null-shot,307,107,1022,73.81615598885793,59.888579387186624,1436
claude-3-sonnet,race-m,zero-shot-cot-null-shot-cot,169,301,966,63.57938718662952,72.7715877437326,1436
claude-3-sonnet,strategyqa,zero-shot-null-shot,941,179,1170,55.764192139737986,22.489082969432314,2290
claude-3-sonnet,strategyqa,zero-shot-cot-null-shot-cot,1069,53,1168,52.92576419213974,8.558951965065502,2290
claude-3-sonnet,winogrande,zero-shot-null-shot,427,84,756,59.27387529597474,32.202052091554854,1267
claude-3-sonnet,winogrande,zero-shot-cot-null-shot-cot,523,46,698,46.172059984214684,8.524072612470404,1267
claude-3-sonnet,math-pre-algebra,zero-shot-null-shot,56,61,754,63.605051664753155,64.17910447761194,871
claude-3-sonnet,math-pre-algebra,zero-shot-cot-null-shot-cot,473,24,374,62.91618828932262,11.366245694603903,871
claude-3-sonnet,math-int-algebra,zero-shot-null-shot,54,53,796,17.05426356589147,16.943521594684384,903
claude-3-sonnet,math-int-algebra,zero-shot-cot-null-shot-cot,119,20,764,16.389811738648948,5.426356589147287,903
claude-3-sonnet,gsm8k,zero-shot-null-shot,119,46,1154,64.6702047005307,59.13570887035633,1319
claude-3-sonnet,gsm8k,zero-shot-cot-null-shot-cot,83,69,1167,63.38134950720242,62.3199393479909,1319
claude-3-sonnet,aqua,zero-shot-null-shot,40,27,187,61.023622047244096,55.90551181102362,254
claude-3-sonnet,aqua,zero-shot-cot-null-shot-cot,48,26,180,59.4488188976378,50.78740157480315,254
claude-3-sonnet,halueval-qa,zero-shot-null-shot,2737,1772,5491,52.239999999999995,42.59,10000
claude-3-sonnet,race-h,zero-shot-null-shot,658,268,2572,67.83876500857633,56.68953687821612,3498
claude-3-sonnet,race-h,zero-shot-cot-null-shot-cot,528,795,2175,50.57175528873642,58.20468839336764,3498
claude-3-sonnet,halueval-general,zero-shot-null-shot,12,17,4478,81.6729531839361,81.78389172398491,4507
claude-3-sonnet,halueval-dialogue,zero-shot-null-shot,543,886,8571,71.13000000000001,74.57000000000001,10000
claude-3-sonnet,math-geometry,zero-shot-null-shot,44,24,411,32.35908141962422,28.18371607515658,479
claude-3-sonnet,math-geometry,zero-shot-cot-null-shot-cot,126,11,342,30.89770354906054,6.8893528183716075,479
claude-3-sonnet,math-count-prob,zero-shot-null-shot,40,34,400,34.177215189873415,32.91139240506329,474
claude-3-sonnet,math-count-prob,zero-shot-cot-null-shot-cot,145,10,319,36.708860759493675,8.227848101265822,474
claude-3-sonnet,math-pre-calc,zero-shot-null-shot,31,27,488,19.5970695970696,18.864468864468865,546
claude-3-sonnet,math-pre-calc,zero-shot-cot-null-shot-cot,67,19,460,17.94871794871795,9.157509157509157,546
